Time stamp,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity 
17.86,-1.59,6.9,6.66,1,-5.34,7.39,3.36,2,4.99,-4.48,1.18,3,2.88,-1.34,1.86,4,5.46,-7.4,4.68,5
17.88,-1.53,6.89,6.65,1,-5.17,7.39,3.44,2,5.58,-4.93,1.41,3,3.02,-0.24,1.19,4,19.61,-7.44,8.58,5
17.9,-1.54,6.87,6.76,1,-5.43,7.38,3.41,2,6.18,-5.37,1.72,3,3.56,-0.34,0.3,4,19.61,-2.17,15.14,5
17.92,-1.48,6.91,6.96,1,-5.43,7.5,3.49,2,6.46,-5.77,2.29,3,5.12,-2.18,-0.12,4,16.83,4.84,13.08,5
17.94,-1.49,6.83,6.77,1,-5.34,7.3,3.64,2,6.15,-5.92,3.16,3,6.1,-4.71,0.22,4,10.89,9.56,10.79,5
17.96,-1.56,6.88,6.68,1,-5.37,7.4,3.56,2,5.94,-6.21,4.17,3,5.71,-6.5,1.98,4,7.75,5.6,8.35,5
17.98,-1.46,6.9,6.65,1,-5.3,7.42,3.38,2,6.79,-7.86,4.28,3,5.5,-7.66,4.3,4,10.83,-0.63,7.13,5
18,-1.55,6.84,6.8,1,-5.35,7.41,3.49,2,7.44,-9.01,4.17,3,5.02,-8.59,6.05,4,11.46,-1.11,4.41,5
18.02,-1.4,6.9,6.86,1,-5.32,7.42,3.79,2,7.96,-9.37,3.8,3,4.93,-8.7,5.95,4,8.14,2.71,2.17,5
18.04,-1.58,6.93,6.86,1,-5.31,7.45,3.58,2,8.67,-10.15,3.27,3,7.63,-7.8,4.89,4,4.78,4.53,2.04,5
18.06,-1.54,6.9,6.62,1,-5.26,7.35,3.53,2,8.77,-10.48,3.14,3,13.15,-8.55,4.81,4,3.28,5.64,1.72,5
18.08,-1.56,6.87,6.46,1,-5.37,7.4,3.45,2,9.33,-11.14,2.95,3,15.29,-13.15,5.1,4,2.14,6.59,1.19,5
18.1,-1.26,6.82,6.82,1,-5.37,7.42,3.48,2,8.16,-10.85,2.25,3,11.38,-12.85,4.2,4,1.14,6.8,1.09,5
18.12,-1.55,6.73,6.82,1,-5.32,7.33,3.5,2,5.33,-8.9,2.1,3,8.29,-10.1,4.19,4,1.33,6.38,0.38,5
18.14,-1.46,6.82,6.71,1,-5.32,7.32,3.52,2,4.13,-8.4,1.49,3,7.17,-10.45,3.58,4,3.26,5.25,0.2,5
18.16,-1.53,6.87,6.71,1,-5.28,7.35,3.54,2,4.2,-8.39,0.41,3,6.73,-9.31,1.86,4,5.43,3.69,0.63,5
18.18,-1.69,6.68,6.7,1,-5.55,7.38,3.49,2,4.35,-7.81,0.09,3,4.79,-6.76,1.02,4,6.74,2.85,2.26,5
18.2,-1.54,7,6.77,1,-5.32,7.35,3.52,2,4.42,-7.47,0.2,3,3.76,-5.17,1.3,4,11.9,0.35,5.45,5
18.22,-1.61,6.81,6.82,1,-5.32,7.47,3.42,2,4.35,-7.04,0.66,3,3.33,-4.42,1.86,4,19.61,-3.03,5.66,5
18.24,-1.49,6.87,6.99,1,-5.35,7.42,3.48,2,4.3,-6.4,1.36,3,3.42,-3.15,2.14,4,18.79,-3.22,8.54,5
18.26,-1.57,6.92,6.64,1,-5.31,7.36,3.47,2,4.3,-5.64,1.98,3,3.67,-1.9,2.12,4,16.25,-2.19,9.14,5
18.28,-1.46,6.78,6.63,1,-5.34,7.35,3.73,2,4.73,-5.13,2.31,3,3.97,-1.74,1.85,4,15.52,3.73,9.14,5
18.3,-1.53,6.89,6.72,1,-5.42,7.32,3.24,2,5.1,-4.96,2.27,3,4.5,-2.68,1.23,4,16.06,0.6,9.35,5
18.32,-1.53,6.84,6.77,1,-5.31,7.38,3.6,2,5.21,-5.02,2.22,3,5.32,-4.58,0.27,4,14.52,-3.99,9.33,5
18.34,-1.67,6.6,6.77,1,-5.27,7.36,3.62,2,5.13,-5.22,1.85,3,5.27,-6.52,-0.62,4,10.63,-3.99,5.38,5
18.36,-1.48,7.05,7,1,-5.16,7.4,3.45,2,5.17,-5.59,1.46,3,4.44,-8.68,-1.22,4,5.8,-3.72,3.95,5
18.38,-1.52,6.85,6.68,1,-5.31,7.44,3.38,2,5.01,-6.2,1.13,3,2.95,-10.27,-1.58,4,3.42,-4.17,4.19,5
18.4,-1.5,6.9,6.7,1,-5.33,7.41,3.74,2,5.11,-6.68,0.93,3,2.44,-10.06,-1.18,4,0.62,-3.2,3.41,5
18.42,-1.55,7.14,6.98,1,-5.38,7.37,3.6,2,5.28,-6.89,0.64,3,2.33,-10.1,-1.1,4,-1.69,-2.95,1.84,5
18.44,-1.52,7.02,7.2,1,-5.22,7.35,3.42,2,5.34,-7.08,0.63,3,3.14,-11.31,-0.83,4,-1.58,-4.39,-0.08,5
18.46,-1.51,6.86,6.9,1,-5.34,7.4,3.47,2,6.04,-7.8,0.73,3,5.46,-13.39,0.35,4,-0.11,-8.33,-0.34,5
18.48,-1.52,6.81,6.72,1,-5.32,7.36,3.39,2,6.06,-8.19,0.91,3,7.51,-12.86,4.04,4,1.72,-11.52,1.27,5
18.5,-1.45,6.89,6.49,1,-5.37,7.52,3.49,2,5.79,-8.69,1.34,3,8.89,-12.36,7.89,4,4.2,-10.56,3.3,5
18.52,-1.41,6.6,6.88,1,-5.38,7.35,3.48,2,5.97,-9.76,1.61,3,8.17,-10.02,9.11,4,14.8,-9.31,6.9,5
18.54,-1.23,6.79,6.73,1,-5.42,7.2,3.45,2,6.47,-10.77,1.86,3,6.8,-9.37,7.31,4,19.61,-6.29,14.21,5
18.56,-1.36,6.82,6.69,1,-5.49,7.12,3.64,2,7.43,-11.65,2.49,3,5.63,-8.88,3.81,4,19.14,1.22,14.08,5
18.58,-1.58,6.89,6.64,1,-5.33,7.31,3.52,2,6.03,-10.08,3.79,3,3.61,-7.1,1.49,4,12.58,7.77,11.11,5
18.6,-1.49,6.83,6.83,1,-5.49,7.41,3.54,2,4.14,-8.94,5.3,3,2.66,-4.54,0.99,4,10.14,4.82,8.38,5
18.62,-1.52,6.87,6.65,1,-5.41,7.39,3.47,2,3.89,-9.76,4.72,3,2.8,-2.41,1.27,4,11.55,-0.76,6.48,5
18.64,-1.49,7.13,6.91,1,-5.32,7.45,3.62,2,3.99,-9.32,3.28,3,3.28,-1.12,1.18,4,10.53,0.32,2.5,5
18.66,-1.46,6.81,6.24,1,-5.39,7.47,3.54,2,3.02,-8.26,1.61,3,4.14,-0.65,0.62,4,8.15,3.86,1.59,5
18.68,-1.58,6.43,6.8,1,-5.38,7.49,3.51,2,3.02,-8.14,0.95,3,4.56,-1.47,0.14,4,5.96,5.63,1.86,5
18.7,-1.75,6.68,6.72,1,-5.3,7.44,3.62,2,3.52,-7.35,0.99,3,5.15,-2.87,0.23,4,4.28,6.85,2.23,5
18.72,-1.65,6.66,6.73,1,-5.42,7.39,3.49,2,3.69,-6.03,0.93,3,6.45,-4.93,0.98,4,2.82,7.36,2.17,5
18.74,-1.53,6.82,6.64,1,-5.32,7.32,3.58,2,3.59,-4.83,0.96,3,6.25,-6.78,3.15,4,1.26,6.83,1.96,5
18.76,-1.59,6.63,6.58,1,-5.47,7.36,3.51,2,3.86,-4.23,1.2,3,5.65,-8.05,5.82,4,1.65,5.49,1.14,5
18.78,-1.52,6.77,6.86,1,-5.35,7.42,3.51,2,4.47,-4.27,1.23,3,6.09,-8.11,7.01,4,3.48,3.97,-0.23,5
18.8,-1.5,6.84,6.93,1,-5.33,7.49,3.76,2,4.95,-4.7,1.43,3,7.28,-8.04,6.61,4,5.88,2.16,-0.01,5
18.82,-1.54,6.94,6.68,1,-5.35,7.33,3.67,2,5.51,-5.26,1.45,3,9.8,-8.77,5.04,4,8.12,0.32,1.78,5
18.84,-1.52,7.15,6.88,1,-5.37,7.38,3.48,2,6.09,-5.77,1.79,3,14.28,-12.52,4.21,4,19.37,-5.2,4.37,5
18.86,-1.51,6.86,6.7,1,-5.38,7.38,3.4,2,6.53,-6.04,2.52,3,12.75,-13.17,3.73,4,19.61,-6.97,5.41,5
18.88,-1.51,6.83,6.68,1,-5.36,7.33,3.56,2,6.22,-6.02,3.18,3,9.5,-10.81,4.38,4,15.21,-4.54,8.55,5
18.9,-1.67,6.93,7.05,1,-5.3,7.4,3.52,2,6.22,-6.41,3.92,3,7.28,-9.72,4.33,4,14.08,-0.97,8.26,5
18.92,-1.57,6.9,6.23,1,-5.35,7.35,3.34,2,7.05,-7.5,4.14,3,7.05,-9.82,3.29,4,19.61,1.41,9.36,5
18.94,-1.27,6.95,6.81,1,-5.34,7.24,3.42,2,7.78,-8.37,4.13,3,5.73,-8.45,1.72,4,17.02,-3.45,9.9,5
18.96,-1.22,6.92,6.81,1,-5.38,7.41,3.32,2,7.88,-8.6,4.07,3,4.27,-6.2,1.03,4,12.27,-5.55,8.39,5
18.98,-1.55,6.81,6.69,1,-5.32,7.36,3.86,2,7.7,-8.64,3.78,3,3.51,-4.61,1.39,4,8.19,-4.98,5.08,5
19,-1.52,7.05,6.77,1,-5.44,7.45,3.51,2,8.8,-9.17,3.54,3,3.24,-3.14,2.05,4,4.29,-4.79,3.3,5
19.02,-1.57,6.84,6.72,1,-5.23,7.43,3.44,2,9.53,-10.47,3.09,3,3.27,-1.57,2.5,4,1.49,-4.47,2.97,5
19.04,-1.47,6.84,6.82,1,-5.34,7.42,3.84,2,7.97,-10.53,2.42,3,2.98,-0.55,2.45,4,-0.25,-3.23,2.39,5
19.06,-1.69,6.88,6.68,1,-5.38,7.29,3.64,2,6.11,-9.04,2.61,3,3.16,-0.54,2.02,4,-0.9,-2.89,0.73,5
19.08,-1.48,6.85,6.78,1,-5.26,7.38,3.48,2,5.43,-9.57,1.56,3,4.34,-2.01,1.43,4,-0.64,-4.23,-0.71,5
19.1,-1.75,7.07,6.72,1,-5.33,7.34,3.47,2,5.01,-9.62,0.47,3,5.65,-4.43,0.47,4,-0.66,-6.47,0,5
19.12,-1.45,6.77,6.74,1,-5.4,7.42,3.47,2,4.49,-9.57,-0.32,3,5.59,-7.09,-0.4,4,0.98,-7.64,1.65,5
19.14,-1.7,6.73,6.85,1,-5.14,7.36,3.44,2,4.01,-9.17,-0.22,3,4.47,-9.34,-1.23,4,4.85,-8.04,4.4,5
19.16,-1.45,6.79,6.89,1,-5.32,7.3,3.57,2,3.61,-7.74,0.63,3,3.31,-10.81,-1.72,4,18.02,-10.28,7.92,5
19.18,-1.74,6.9,6.73,1,-5.36,7.4,3.54,2,3.34,-6.62,1.46,3,3.79,-11.47,-1.13,4,19.61,-5.38,12.56,5
19.2,-1.54,7.01,6.94,1,-5.42,7.44,3.45,2,3.51,-5.77,2.2,3,4.36,-10.85,-0.07,4,16.88,3.69,13.15,5
19.22,-1.66,6.89,6.57,1,-5.4,7.38,3.46,2,4.14,-5.03,2.4,3,5.04,-12.72,0.94,4,11.38,8.36,10.33,5
19.24,-1.58,6.75,6.78,1,-5.34,7.45,3.52,2,4.69,-4.42,2.31,3,6.72,-13.81,2.3,4,8.15,4.68,7.27,5
19.26,-1.59,6.89,6.64,1,-5.34,7.44,3.32,2,4.93,-4.17,2.14,3,7.6,-12.25,5.46,4,10.09,-0.56,6.09,5
19.28,-1.58,6.82,6.71,1,-5.32,7.4,3.48,2,5.26,-4.45,1.88,3,7.97,-11.33,8.11,4,10.3,-0.31,2.73,5
19.3,-1.58,6.8,6.57,1,-5.44,7.29,3.49,2,5.8,-5.3,1.36,3,6.62,-9.59,8.26,4,8.37,3.08,1.84,5
19.32,-1.33,6.83,6.73,1,-5.38,7.37,3.71,2,5.46,-6.34,1.13,3,5.73,-9.55,5.6,4,6.01,5,1.97,5
19.34,-1.59,6.87,6.79,1,-5.38,7.4,3.45,2,5.23,-7.2,0.87,3,3.8,-9.3,1.96,4,4.32,5.49,2.21,5
19.36,-1.56,6.86,6.73,1,-5.33,7.38,3.57,2,5.43,-7.55,0.78,3,1.87,-7.11,0.73,4,2.26,6.25,1.84,5
19.38,-1.43,6.82,6.71,1,-5.35,7.39,3.34,2,6.11,-8.34,0.73,3,1.74,-4,0.87,4,0.5,6.48,1.67,5
19.4,-1.37,6.81,6.76,1,-5.32,7.28,3.65,2,6.22,-8.25,1.09,3,1.96,-1.99,1.16,4,0.62,6.12,0.84,5
19.42,-1.55,6.76,6.82,1,-5.51,7.3,3.45,2,5.61,-8.62,1.19,3,2.46,-0.63,0.92,4,2.99,4.77,0.59,5
19.44,-1.53,6.78,6.68,1,-5.36,7.38,3.55,2,5.4,-9.71,1.15,3,3.67,-0.23,0.51,4,5.16,3.62,0.31,5
19.46,-1.73,6.54,6.72,1,-5.35,7.22,3.61,2,5.81,-10.39,1.55,3,5.13,-1.31,0.35,4,7.92,2.22,2.11,5
19.48,-1.56,6.84,6.73,1,-5.4,7.32,3.65,2,6.33,-10.93,2.31,3,6.83,-3.51,1.22,4,17.76,-0.92,4.15,5
19.5,-1.6,6.84,6.68,1,-5.55,7.28,3.52,2,5.28,-9.18,3.68,3,6.38,-5.97,2.6,4,19.61,-2.07,7.08,5
19.52,-1.61,6.83,6.74,1,-5.37,7.41,3.62,2,4.75,-8.38,5.16,3,4.92,-8.03,4.33,4,15.15,-2.49,9.59,5
19.54,-1.5,6.77,6.92,1,-5.39,7.21,3.69,2,5.46,-10.11,4.96,3,3.87,-9.63,5.15,4,13.5,1.02,8.37,5
19.56,-1.54,6.83,6.56,1,-5.42,7.4,3.44,2,4.44,-10.06,4.32,3,4.68,-9.98,4.37,4,19.01,2.09,9,5
19.58,-1.79,7.04,6.64,1,-5.28,7.33,3.49,2,3.32,-9.54,2.6,3,8.43,-10.62,3.71,4,17.26,-3.64,8.8,5
19.6,-1.34,6.75,6.81,1,-5.37,7.33,3.54,2,3.32,-9.15,1.35,3,14.6,-13.28,3.92,4,13.59,-4.93,7.46,5
19.62,-1.41,6.8,6.72,1,-5.39,7.42,3.61,2,3.5,-7.26,1.27,3,14.21,-14.82,5.25,4,8.3,-3.02,4.09,5
19.64,-1.45,6.83,6.78,1,-5.39,7.42,3.3,2,3.41,-5.66,1.31,3,10,-12.74,5.85,4,5.41,-3.1,3.36,5
19.66,-1.58,6.84,6.69,1,-5.37,7.35,3.47,2,3.39,-4.7,1.2,3,7.57,-11.28,4.93,4,4.04,-2.35,3.64,5
19.68,-1.49,6.8,6.78,1,-5.36,7.45,3.46,2,3.8,-4.09,1.22,3,7.19,-10.85,3.31,4,0.88,-2.14,2.29,5
19.7,-1.54,6.81,6.76,1,-5.37,7.44,3.34,2,4.3,-3.78,1.13,3,5.39,-8.52,1.17,4,-2.62,-3.41,0.11,5
19.72,-1.55,6.63,6.8,1,-5.33,7.37,3.49,2,4.89,-4.09,1.02,3,3.99,-5.68,0.91,4,-3.09,-5.84,-1.91,5
19.74,-1.56,6.79,6.64,1,-5.32,7.42,3.53,2,5.61,-4.97,1.1,3,3.57,-3.73,1.56,4,-0.77,-10.18,-1.6,5
19.76,-1.58,6.78,6.75,1,-5.39,7.33,3.5,2,6.39,-5.49,1.38,3,3.29,-2.59,1.92,4,1.71,-12.34,1.15,5
19.78,-1.58,6.73,6.91,1,-5.31,7.38,3.42,2,6.78,-5.97,1.98,3,3,-1.3,1.91,4,6.22,-10.46,4.81,5
19.8,-1.6,6.83,6.75,1,-5.34,7.24,3.63,2,6.51,-6.25,2.75,3,2.79,-0.53,1.46,4,17.16,-8.57,8.78,5
19.82,-1.62,6.87,6.98,1,-5.43,7.4,3.58,2,6.67,-7.02,3.83,3,3.52,-1.13,0.95,4,19.61,-5.88,15.36,5
19.84,-1.48,6.8,7.4,1,-5.48,7.45,3.46,2,7.01,-8.48,4.36,3,4.88,-2.45,-0.11,4,18.13,0.49,13.13,5
19.86,-1.74,6.68,6.79,1,-5.35,7.36,3.51,2,7.2,-9.33,4.56,3,5.2,-4.51,-0.7,4,13.81,3.71,10.04,5
19.88,-1.56,6.92,6.74,1,-5.4,7.25,3.66,2,7.56,-9.22,4.26,3,4.97,-7.25,-0.76,4,11.87,1.01,7.86,5
19.9,-1.31,6.78,6.9,1,-5.32,7.39,4.06,2,8.32,-9.27,3.93,3,3.66,-10.76,-1.31,4,10.82,0.32,4.51,5
19.92,-1.63,6.78,6.77,1,-5.43,7.33,3.54,2,8.44,-9.17,3.51,3,1.47,-11.89,-1.31,4,8.95,1.92,1.52,5
19.94,-1.47,6.7,6.74,1,-5.44,7.25,3.41,2,9,-9.56,3.22,3,0.22,-11.21,-0.87,4,7.06,3.81,1.57,5
19.96,-1.47,6.71,6.64,1,-5.34,7.32,3.51,2,7.8,-9.04,2.74,3,0.57,-12.29,-1.14,4,5.77,4.65,2.04,5
19.98,-1.66,6.73,6.7,1,-5.36,7.34,3.55,2,6.48,-9.13,2.22,3,4.53,-15.2,-1.03,4,4.11,5.08,1.81,5
20,-1.6,6.81,6.89,1,-5.36,7.41,3.64,2,5.79,-9.9,1.05,3,8.11,-14.52,3.05,4,2.19,5.41,1.6,5
20.02,-1.59,6.89,6.65,1,-5.41,7.36,3.55,2,4.84,-9.81,0.15,3,9.81,-12.45,9.4,4,0.98,5.73,1.53,5
20.04,-1.54,6.76,6.99,1,-5.43,7.22,3.5,2,4.38,-9.65,-0.09,3,8.99,-8.72,11.64,4,1.87,5.35,1.26,5
20.06,-1.62,6.79,6.73,1,-5.32,7.38,3.32,2,3.93,-8.91,0.32,3,7.01,-7.19,9.94,4,3.48,4.18,1.02,5
20.08,-1.59,6.97,6.92,1,-5.36,7.39,3.52,2,3.49,-7.22,1.11,3,6.11,-9.27,4.16,4,5.32,2.05,1.21,5
20.1,-1.57,6.98,6.94,1,-5.33,7.33,3.55,2,3.28,-6.1,1.96,3,2.66,-7.93,0.91,4,7.39,-0.06,1.86,5
20.12,-1.56,7.1,6.78,1,-5.29,7.36,3.54,2,3.55,-5.18,2.6,3,1.8,-5.18,0.63,4,18.89,-4.72,3.64,5
20.14,-1.59,7.13,7.04,1,-5.19,7.28,3.6,2,4.1,-4.71,2.63,3,2.08,-3.1,0.98,4,19.61,-6.45,6.05,5
20.16,-1.61,6.92,7.09,1,-5.31,7.33,3.36,2,4.67,-4.57,2.05,3,2.54,-2.04,1.35,4,15.9,-4.25,9.16,5
20.18,-1.62,6.84,6.71,1,-5.42,7.56,3.62,2,5.06,-4.63,1.67,3,2.73,-0.93,1.14,4,14.78,-0.1,8.26,5
20.2,-1.58,6.81,6.2,1,-5.35,7.37,3.59,2,5.02,-5.08,1.55,3,3.28,-0.87,0.35,4,19.61,-0.19,8.73,5
20.22,-1.52,6.9,6.52,1,-5.22,7.44,3.37,2,4.87,-5.89,1.42,3,4,-2.01,0.11,4,17.28,-5.07,8.96,5
20.24,-1.55,6.87,6.65,1,-5.32,7.45,3.65,2,4.98,-6.67,1.09,3,4.81,-3.65,0.66,4,12.15,-5.81,7.69,5
20.26,-1.35,6.81,6.76,1,-5.35,7.37,3.68,2,4.99,-7.32,0.56,3,5.61,-5.51,2.77,4,8.39,-5.03,4.72,5
20.28,-1.7,6.78,6.82,1,-5.35,7.33,3.62,2,5.23,-7.07,0.4,3,7.5,-8.61,5.22,4,3.64,-4.55,3.49,5
20.3,-1.54,6.64,6.71,1,-5.34,7.35,3.44,2,5.8,-7.62,0.38,3,6.88,-9.54,6.84,4,1.25,-3.2,2.74,5
20.32,-1.52,6.72,6.89,1,-5.35,7.34,3.66,2,6.02,-8.37,0.45,3,5.97,-8.31,6.45,4,0.34,-1.64,1.43,5
20.34,-1.54,6.75,6.77,1,-5.19,7.42,3.43,2,6.02,-8.49,0.86,3,7.24,-8.75,5.52,4,-1.78,-2.9,-0.53,5
20.36,-1.53,6.85,6.65,1,-5.38,7.42,3.45,2,5.67,-9.61,1.35,3,12.44,-10.3,5.14,4,-2.67,-5.95,-1.88,5
20.38,-1.47,6.93,6.67,1,-5.34,7.32,3.29,2,6.53,-11,1.91,3,13.9,-12.9,4.73,4,-2.05,-9.25,-2.44,5
20.4,-1.57,6.83,6.74,1,-5.42,7.32,3.54,2,7.7,-11.48,3.08,3,11.33,-12.5,3.82,4,-0.7,-9.75,-1.6,5
20.42,-1.3,6.51,6.69,1,-5.23,7.33,3.53,2,6,-9.62,5.01,3,8.29,-11.08,3.96,4,2.99,-9.17,0.85,5
20.44,-1.57,6.91,6.33,1,-5.36,7.41,3.56,2,4.37,-8.71,6.45,3,7.45,-11.49,3.08,4,14.17,-9.01,4.39,5
20.46,-1.6,6.79,6.79,1,-5.24,7.42,3.52,2,3.98,-9.64,5.78,3,5.88,-9.92,1.22,4,19.61,-3.2,11.62,5
20.48,-1.49,7.17,6.75,1,-5.48,7.39,3.62,2,3.76,-9.34,3.8,3,3.86,-6.9,0.48,4,19.61,0.97,15.67,5
20.5,-1.55,6.79,6.89,1,-5.42,7.16,3.4,2,2.74,-8.34,1.34,3,2.99,-5.38,1.08,4,13.66,7.67,12.19,5
20.52,-1.54,6.9,7.19,1,-5.34,7.37,3.45,2,2.5,-8.38,0.32,3,2.76,-4.2,1.48,4,11.96,3.66,10.05,5
20.54,-1.58,6.78,6.99,1,-5.34,7.39,3.51,2,2.97,-7.72,0.62,3,2.85,-2.89,2.04,4,13.06,-2.24,6.7,5
20.56,-1.7,6.81,6.79,1,-5.49,7.21,3.56,2,3.3,-6.43,1.07,3,2.94,-2.13,2.23,4,11.11,-1.08,2.99,5
20.58,-1.63,6.94,6.68,1,-5.37,7.38,3.5,2,3.55,-5.33,1.16,3,3.41,-2,2.16,4,7.93,3.03,1.32,5
20.6,-1.53,6.86,7.13,1,-5.35,7.43,3.51,2,3.81,-4.57,1.2,3,4.52,-2.8,1.7,4,6.11,4.82,1.35,5
20.62,-1.46,6.79,6.78,1,-5.49,7.4,3.52,2,4.23,-4.59,1.3,3,5.47,-4.81,1.1,4,4.57,6.17,1.37,5
20.64,-1.59,6.91,6.64,1,-5.27,7.37,3.66,2,4.75,-5.09,1.34,3,5.2,-6.49,0.13,4,2.94,7.27,1.38,5
20.66,-1.25,6.9,6.68,1,-5.34,7.34,3.27,2,5.54,-5.98,1.37,3,4.12,-7.79,-0.46,4,0.59,7.19,1.32,5
20.68,-1.49,6.85,6.65,1,-5.28,7.38,3.63,2,6.32,-6.37,1.75,3,3.16,-9.39,-1.01,4,0.23,6.63,1.54,5
20.7,-1.47,6.88,6.76,1,-5.41,7.32,3.62,2,6.65,-6.24,2.4,3,2.77,-9.75,-0.79,4,2.49,5.48,1.34,5
20.72,-1.5,6.84,6.78,1,-5.35,7.34,3.52,2,6.22,-6.37,3.62,3,2.37,-9.96,-0.7,4,5.17,4.39,0.91,5
20.74,-1.42,6.84,6.7,1,-5.3,7.39,3.59,2,6.24,-7.16,4.48,3,1.87,-11.79,-0.52,4,8.93,2.63,2,5
20.76,-1.54,6.83,6.81,1,-5.35,7.37,3.45,2,6.86,-8.62,4.64,3,5.38,-14.18,0.63,4,18.65,-0.97,2.85,5
20.78,-1.58,6.88,6.5,1,-5.36,7.44,3.64,2,7.13,-9.66,4.37,3,8.55,-13.4,4.64,4,19.61,-5.57,5.48,5
20.8,-1.45,6.79,6.82,1,-5.34,7.31,3.61,2,7.97,-9.9,4.07,3,9.88,-11.94,9.14,4,16.97,-7.35,8.7,5
20.82,-1.48,6.9,6.7,1,-5.35,7.36,3.44,2,9.07,-10.56,3.74,3,9.34,-8.22,10.64,4,14.25,-0.89,6.81,5
20.84,-1.52,6.84,6.72,1,-5.31,7.33,3.42,2,9.74,-11.02,3.57,3,8.24,-8.15,7.97,4,19.61,0.72,8.77,5
20.86,-1.55,6.82,6.67,1,-5.34,7.29,3.61,2,8.39,-10.35,2.87,3,5.34,-8.49,3.7,4,16.57,-4.52,8.87,5
20.88,-1.54,6.92,6.65,1,-5.55,7.35,3.5,2,5.57,-9.19,2.36,3,2.57,-6.28,1.48,4,12.66,-3.9,6.47,5
20.9,-1.38,6.87,6.79,1,-5.34,7.37,3.5,2,3.75,-8.89,1.63,3,1.54,-3.65,0.91,4,8.59,-2.38,3.96,5
20.92,-1.64,7.04,6.66,1,-5.56,7.41,3.51,2,3.27,-8.89,0.67,3,1.75,-1.74,1.36,4,5.82,-2.25,4.15,5
20.94,-1.59,6.74,6.49,1,-5.33,7.4,3.48,2,3.34,-8.61,0.13,3,2.44,-0.73,1.02,4,3.74,-1.63,4.08,5
20.96,-1.58,6.9,6.64,1,-5.33,7.36,3.49,2,3.38,-8.08,0.27,3,3.36,-0.91,0.14,4,-0.14,-2.17,1.99,5
20.98,-1.53,7.03,7.18,1,-5.35,7.4,3.58,2,3.58,-7.12,0.72,3,4.57,-2.3,-0.77,4,-3,-4.18,-0.94,5
21,-1.51,6.91,6.74,1,-5.33,7.31,3.47,2,3.77,-6.32,1.34,3,5.27,-4.45,-0.81,4,-3.23,-6.88,-2.96,5
21.02,-1.82,6.9,6.68,1,-5.43,7.16,3.39,2,4.26,-5.3,2.01,3,4.82,-6.44,1.38,4,-1.77,-9.15,-2.84,5
21.04,-1.57,6.82,6.68,1,-5.32,7.45,3.5,2,4.85,-4.48,2.23,3,4.93,-7.84,4.04,4,-0.62,-9.61,-1.21,5
21.06,-1.35,6.9,6.52,1,-5.41,7.47,3.47,2,5.01,-4.18,2.11,3,5.23,-9.39,5.87,4,2.28,-8.75,0.79,5
21.08,-1.54,6.91,6.68,1,-5.33,7.37,3.58,2,4.84,-4.61,1.9,3,5.27,-9.19,5.54,4,14.51,-8.48,4.64,5
21.1,-1.55,6.92,6.52,1,-5.33,7.35,3.49,2,4.8,-5.31,1.58,3,6.89,-9.21,3.91,4,19.61,-7.82,12.83,5
21.12,-1.55,6.9,6.78,1,-5.46,7.24,3.46,2,4.81,-6.03,1.35,3,10.97,-9.09,4.11,4,18.81,-1.72,15.92,5
21.14,-1.45,6.93,6.59,1,-5.34,7.42,3.52,2,4.85,-6.61,1.16,3,14.47,-12.05,5.53,4,14.88,6.18,12.24,5
21.16,-1.29,6.81,6.73,1,-5.33,7.36,3.64,2,5,-6.94,0.95,3,13.48,-13.78,4.47,4,12.36,4.13,9.31,5
21.18,-1.53,6.93,6.34,1,-5.37,7.42,3.56,2,4.97,-7.22,0.69,3,9.53,-11.04,4.33,4,12.58,-1.53,6.39,5
21.2,-1.37,6.86,6.7,1,-5.34,7.45,3.58,2,5.14,-7.23,0.93,3,7.91,-10.63,3.72,4,11.18,-1.07,1.81,5
21.22,-1.51,6.84,6.8,1,-5.41,7.34,3.53,2,5.92,-8.03,0.92,3,7,-10.06,1.55,4,8.99,2.18,0.35,5
21.24,-1.55,6.89,6.66,1,-5.34,7.39,3.55,2,6.4,-8.7,0.95,3,4.55,-7.45,0.4,4,6.23,4.33,0.91,5
21.26,-1.45,6.77,6.86,1,-5.32,7.34,3.72,2,6.05,-9.24,1.25,3,2.86,-5.8,0.7,4,4.51,5.7,1.81,5
21.28,-1.5,6.83,7.26,1,-5.35,7.38,3.47,2,5.83,-9.78,1.49,3,2.25,-4.7,1.43,4,2.81,6.94,1.96,5
21.3,-1.51,7.09,7.03,1,-5.28,7.39,3.45,2,6.12,-10.23,1.94,3,2.5,-3.3,1.92,4,1.11,7.41,2.69,5
21.32,-1.54,6.9,6.53,1,-5.4,7.4,3.41,2,7.18,-11.1,2.54,3,2.8,-2.36,2.36,4,0.65,6.47,2.16,5
21.34,-1.44,6.81,6.82,1,-5.41,7.3,3.52,2,5.91,-9.57,3.6,3,3.16,-1.66,2.12,4,2.98,4.85,0.59,5
21.36,-1.23,6.83,6.72,1,-5.37,7.51,3.61,2,4.21,-8.51,5.08,3,3.83,-2.04,1.59,4,5.21,3.01,-0.34,5
21.38,-1.62,7.25,6.91,1,-5.38,7.43,3.61,2,4.05,-9.41,5.09,3,5.12,-3.48,0.84,4,7.41,0.89,0.28,5
